device,building,floor,room,type,power,date,from_time,to_time,no_of_people,time_stayed_mins,target
Lights,3,7,0,outdoor,3651,09-01-2018,11:00:00,12:00:00,3,8,0
Lights,3,7,0,outdoor,4499,09-01-2018,14:00:00,15:00:00,3,30,0
Microwave,3,7,0,outdoor,1973,23-01-2018,23:00:00,00:00:00,2,26,0
Microwave,3,7,0,outdoor,1925,24-01-2018,07:00:00,08:00:00,0,0,0
Microwave,3,7,0,outdoor,1286,24-01-2018,07:00:00,08:00:00,4,5,1
Microwave,3,7,0,outdoor,1815,25-01-2018,08:00:00,09:00:00,7,26,0
Microwave,3,7,0,outdoor,1982,25-01-2018,13:00:00,14:00:00,0,0,0
Microwave,3,7,0,outdoor,1906,25-01-2018,15:00:00,16:00:00,10,6,0
Microwave,3,7,0,outdoor,1851,25-01-2018,15:00:00,16:00:00,9,19,0
Microwave,3,7,0,outdoor,1704,26-01-2018,06:00:00,07:00:00,10,13,0
Microwave,3,7,0,outdoor,1803,26-01-2018,09:00:00,10:00:00,6,27,0
Microwave,3,7,0,outdoor,1068,26-01-2018,17:00:00,18:00:00,7,13,1
Microwave,3,7,0,outdoor,1822,27-01-2018,03:00:00,04:00:00,9,24,0
Microwave,3,7,0,outdoor,1421,27-01-2018,06:00:00,07:00:00,6,28,1
Refridgerator,3,7,0,outdoor,181,14-01-2018,09:00:00,10:00:00,2,17,0
Refridgerator,3,7,0,outdoor,170,14-01-2018,14:00:00,15:00:00,0,0,1
Refridgerator,3,7,0,outdoor,214,15-01-2018,02:00:00,03:00:00,8,8,0
Refridgerator,3,7,0,outdoor,255,15-01-2018,08:00:00,09:00:00,5,27,0
Refridgerator,3,7,0,outdoor,182,15-01-2018,14:00:00,15:00:00,6,17,1
Refridgerator,3,7,0,outdoor,244,15-01-2018,21:00:00,22:00:00,10,29,0
Refridgerator,3,7,0,outdoor,241,16-01-2018,01:00:00,02:00:00,8,11,0
Refridgerator,3,7,0,outdoor,164,16-01-2018,09:00:00,10:00:00,7,4,1
Refridgerator,3,7,0,outdoor,212,17-01-2018,12:00:00,13:00:00,9,9,0
Refridgerator,3,7,0,outdoor,244,17-01-2018,23:00:00,00:00:00,9,13,0
Refridgerator,3,7,0,outdoor,190,18-01-2018,07:00:00,08:00:00,0,0,1
Television,3,7,0,outdoor,266,10-01-2018,14:00:00,15:00:00,3,18,0
Television,3,7,0,outdoor,279,10-01-2018,18:00:00,19:00:00,9,30,0
Television,3,7,0,outdoor,257,11-01-2018,20:00:00,21:00:00,2,7,0
Television,3,7,0,outdoor,232,12-01-2018,03:00:00,04:00:00,4,11,1
Television,3,7,0,outdoor,210,12-01-2018,04:00:00,05:00:00,1,6,1
Television,3,7,0,outdoor,292,12-01-2018,11:00:00,12:00:00,0,0,0
Television,3,7,0,outdoor,237,13-01-2018,05:00:00,06:00:00,2,28,1
Television,3,7,0,outdoor,268,13-01-2018,12:00:00,13:00:00,8,23,0
Television,3,7,0,outdoor,247,14-01-2018,21:00:00,22:00:00,7,10,1
AC,3,8,801,indoor,1383,04-01-2018,17:00:00,18:00:00,10,15,1
Computer,3,8,801,indoor,317,28-01-2018,11:00:00,12:00:00,7,5,1
Computer,3,8,801,indoor,460,29-01-2018,21:00:00,22:00:00,0,0,0
Computer,3,8,801,indoor,487,30-01-2018,01:00:00,02:00:00,2,17,0
Lights,3,8,801,indoor,1275,07-01-2018,01:00:00,02:00:00,9,19,1
Lights,3,8,801,indoor,1397,07-01-2018,13:00:00,14:00:00,1,30,1
Lights,3,8,801,indoor,1796,07-01-2018,16:00:00,17:00:00,2,29,0
Lights,3,8,801,indoor,1491,08-01-2018,02:00:00,03:00:00,9,5,0
Microwave,3,8,801,indoor,1315,23-01-2018,14:00:00,15:00:00,0,0,1
Microwave,3,8,801,indoor,1154,25-01-2018,06:00:00,07:00:00,2,21,1
Microwave,3,8,801,indoor,1793,25-01-2018,20:00:00,21:00:00,2,23,0
Microwave,3,8,801,indoor,1939,25-01-2018,23:00:00,00:00:00,3,8,0
Microwave,3,8,801,indoor,1423,26-01-2018,01:00:00,02:00:00,3,29,1
Microwave,3,8,801,indoor,1823,26-01-2018,11:00:00,12:00:00,1,1,0
Microwave,3,8,801,indoor,1710,26-01-2018,14:00:00,15:00:00,5,1,0
Refridgerator,3,8,801,indoor,179,15-01-2018,04:00:00,05:00:00,1,12,1
Refridgerator,3,8,801,indoor,107,15-01-2018,06:00:00,07:00:00,4,9,1
Television,3,8,801,indoor,285,10-01-2018,19:00:00,20:00:00,0,0,0
Television,3,8,801,indoor,267,11-01-2018,03:00:00,04:00:00,1,18,0
AC,3,8,802,indoor,1749,02-01-2018,15:00:00,16:00:00,3,9,0
AC,3,8,802,indoor,1031,04-01-2018,07:00:00,08:00:00,8,10,1
Computer,3,8,802,indoor,375,30-01-2018,18:00:00,19:00:00,5,25,1
Heater,3,8,802,indoor,1629,20-01-2018,06:00:00,07:00:00,3,20,1
Lights,3,8,802,indoor,1862,06-01-2018,02:00:00,03:00:00,9,3,0
Refridgerator,3,8,802,indoor,217,16-01-2018,16:00:00,17:00:00,8,11,0
Refridgerator,3,8,802,indoor,164,16-01-2018,18:00:00,19:00:00,6,6,1
Refridgerator,3,8,802,indoor,247,17-01-2018,12:00:00,13:00:00,5,4,0
Television,3,8,802,indoor,260,14-01-2018,20:00:00,21:00:00,0,0,0
AC,3,8,803,indoor,1305,01-01-2018,00:00:00,01:00:00,5,19,1
AC,3,8,803,indoor,1695,01-01-2018,12:00:00,13:00:00,1,13,0
Computer,3,8,803,indoor,360,27-01-2018,05:00:00,06:00:00,2,12,1
Computer,3,8,803,indoor,471,28-01-2018,14:00:00,15:00:00,3,15,0
Computer,3,8,803,indoor,487,31-01-2018,13:00:00,14:00:00,1,8,0
Heater,3,8,803,indoor,2045,19-01-2018,06:00:00,07:00:00,9,24,1
Lights,3,8,803,indoor,1262,08-01-2018,08:00:00,09:00:00,1,23,1
Lights,3,8,803,indoor,1597,08-01-2018,11:00:00,12:00:00,0,0,0
Microwave,3,8,803,indoor,1598,24-01-2018,03:00:00,04:00:00,1,9,1
Refridgerator,3,8,803,indoor,257,14-01-2018,09:00:00,10:00:00,7,27,0
Refridgerator,3,8,803,indoor,240,16-01-2018,01:00:00,02:00:00,9,27,0
Television,3,8,803,indoor,298,09-01-2018,12:00:00,13:00:00,4,19,0
Television,3,8,803,indoor,211,13-01-2018,20:00:00,21:00:00,7,7,1
Television,3,8,803,indoor,221,14-01-2018,22:00:00,23:00:00,7,17,1
AC,3,8,804,indoor,1719,01-01-2018,14:00:00,15:00:00,4,30,0
AC,3,8,804,indoor,1939,01-01-2018,23:00:00,00:00:00,1,29,0
AC,3,8,804,indoor,1778,04-01-2018,20:00:00,21:00:00,1,20,0
Heater,3,8,804,indoor,1633,20-01-2018,11:00:00,12:00:00,3,22,1
Heater,3,8,804,indoor,2331,21-01-2018,11:00:00,12:00:00,3,13,0
Microwave,3,8,804,indoor,1982,23-01-2018,11:00:00,12:00:00,0,0,0
Microwave,3,8,804,indoor,1663,23-01-2018,14:00:00,15:00:00,2,26,0
Microwave,3,8,804,indoor,1787,24-01-2018,12:00:00,13:00:00,9,25,0
Refridgerator,3,8,804,indoor,126,14-01-2018,02:00:00,03:00:00,1,27,1
Refridgerator,3,8,804,indoor,159,14-01-2018,06:00:00,07:00:00,5,24,1
Refridgerator,3,8,804,indoor,273,16-01-2018,21:00:00,22:00:00,1,16,0
Television,3,8,804,indoor,202,10-01-2018,22:00:00,23:00:00,7,26,1
Television,3,8,804,indoor,297,12-01-2018,20:00:00,21:00:00,0,0,0
Television,3,8,804,indoor,224,13-01-2018,21:00:00,22:00:00,5,3,1
Television,3,8,804,indoor,239,14-01-2018,05:00:00,06:00:00,9,22,1
AC,3,8,805,indoor,1794,04-01-2018,11:00:00,12:00:00,7,1,0
Computer,3,8,805,indoor,424,28-01-2018,10:00:00,11:00:00,8,30,0
Computer,3,8,805,indoor,463,28-01-2018,23:00:00,00:00:00,0,0,0
Heater,3,8,805,indoor,1593,19-01-2018,06:00:00,07:00:00,1,1,1
Heater,3,8,805,indoor,2946,19-01-2018,23:00:00,00:00:00,0,0,0
Heater,3,8,805,indoor,1765,20-01-2018,22:00:00,23:00:00,7,27,1
Heater,3,8,805,indoor,2658,22-01-2018,22:00:00,23:00:00,4,12,0
Microwave,3,8,805,indoor,1464,24-01-2018,00:00:00,01:00:00,2,23,0
Microwave,3,8,805,indoor,1985,25-01-2018,07:00:00,08:00:00,10,7,0
Television,3,8,805,indoor,271,09-01-2018,04:00:00,05:00:00,0,0,0
Television,3,8,805,indoor,202,10-01-2018,14:00:00,15:00:00,0,0,1
Television,3,8,805,indoor,265,10-01-2018,16:00:00,17:00:00,5,17,0
Television,3,8,805,indoor,215,12-01-2018,16:00:00,17:00:00,0,0,1
Television,3,8,805,indoor,285,12-01-2018,19:00:00,20:00:00,7,20,0
Television,3,8,805,indoor,210,13-01-2018,12:00:00,13:00:00,6,14,1
Computer,3,8,806,indoor,344,28-01-2018,00:00:00,01:00:00,9,16,1
Computer,3,8,806,indoor,300,29-01-2018,11:00:00,12:00:00,2,17,1
Heater,3,8,806,indoor,2685,20-01-2018,08:00:00,09:00:00,1,23,0
Lights,3,8,806,indoor,1852,09-01-2018,12:00:00,13:00:00,10,14,0
Microwave,3,8,806,indoor,1192,23-01-2018,10:00:00,11:00:00,4,11,1
Microwave,3,8,806,indoor,1379,24-01-2018,02:00:00,03:00:00,4,11,1
Microwave,3,8,806,indoor,1554,26-01-2018,18:00:00,19:00:00,7,10,0
Refridgerator,3,8,806,indoor,273,16-01-2018,13:00:00,14:00:00,2,12,0
Television,3,8,806,indoor,279,10-01-2018,10:00:00,11:00:00,7,29,0
AC,3,8,807,indoor,1973,03-01-2018,22:00:00,23:00:00,2,28,0
Computer,3,8,807,indoor,451,30-01-2018,16:00:00,17:00:00,5,16,0
Computer,3,8,807,indoor,444,30-01-2018,22:00:00,23:00:00,6,19,0
Heater,3,8,807,indoor,2093,20-01-2018,06:00:00,07:00:00,10,4,1
Lights,3,8,807,indoor,1023,09-01-2018,09:00:00,10:00:00,2,13,1
Microwave,3,8,807,indoor,1234,25-01-2018,04:00:00,05:00:00,4,24,1
Refridgerator,3,8,807,indoor,148,15-01-2018,05:00:00,06:00:00,5,25,1
Refridgerator,3,8,807,indoor,215,16-01-2018,06:00:00,07:00:00,8,3,0
Refridgerator,3,8,807,indoor,179,18-01-2018,15:00:00,16:00:00,2,27,1
Television,3,8,807,indoor,281,10-01-2018,04:00:00,05:00:00,4,19,0
Television,3,8,807,indoor,298,10-01-2018,11:00:00,12:00:00,4,10,0
Television,3,8,807,indoor,299,12-01-2018,04:00:00,05:00:00,9,9,0
Television,3,8,807,indoor,260,13-01-2018,00:00:00,01:00:00,8,8,0
Television,3,8,807,indoor,234,13-01-2018,17:00:00,18:00:00,3,4,1
AC,3,8,0,outdoor,2313,01-01-2018,03:00:00,04:00:00,6,1,1
AC,3,8,0,outdoor,3710,01-01-2018,13:00:00,14:00:00,1,2,0
AC,3,8,0,outdoor,4841,01-01-2018,15:00:00,16:00:00,7,25,0
AC,3,8,0,outdoor,3626,01-01-2018,17:00:00,18:00:00,4,26,0
AC,3,8,0,outdoor,3155,02-01-2018,09:00:00,10:00:00,6,17,1
AC,3,8,0,outdoor,3554,02-01-2018,21:00:00,22:00:00,0,0,0
AC,3,8,0,outdoor,4796,03-01-2018,00:00:00,01:00:00,8,8,0
AC,3,8,0,outdoor,4052,03-01-2018,15:00:00,16:00:00,9,15,0
AC,3,8,0,outdoor,2806,03-01-2018,16:00:00,17:00:00,7,21,1
AC,3,8,0,outdoor,2481,03-01-2018,20:00:00,21:00:00,2,28,1
AC,3,8,0,outdoor,4404,04-01-2018,02:00:00,03:00:00,9,24,0
AC,3,8,0,outdoor,3178,04-01-2018,09:00:00,10:00:00,0,0,1
Computer,3,8,0,outdoor,343,27-01-2018,09:00:00,10:00:00,8,18,1
Computer,3,8,0,outdoor,339,27-01-2018,15:00:00,16:00:00,8,15,1
Computer,3,8,0,outdoor,374,27-01-2018,23:00:00,00:00:00,9,7,1
Computer,3,8,0,outdoor,339,28-01-2018,02:00:00,03:00:00,5,21,1
Computer,3,8,0,outdoor,495,28-01-2018,09:00:00,10:00:00,8,13,0
Computer,3,8,0,outdoor,350,28-01-2018,09:00:00,10:00:00,0,0,1
Computer,3,8,0,outdoor,461,29-01-2018,02:00:00,03:00:00,0,0,0
Computer,3,8,0,outdoor,315,29-01-2018,03:00:00,04:00:00,3,15,1
Computer,3,8,0,outdoor,429,29-01-2018,21:00:00,22:00:00,2,14,0
Computer,3,8,0,outdoor,423,30-01-2018,00:00:00,01:00:00,7,16,0
Computer,3,8,0,outdoor,418,30-01-2018,01:00:00,02:00:00,8,16,0
Computer,3,8,0,outdoor,366,30-01-2018,10:00:00,11:00:00,6,8,1
Computer,3,8,0,outdoor,325,30-01-2018,19:00:00,20:00:00,2,19,1
Computer,3,8,0,outdoor,412,31-01-2018,03:00:00,04:00:00,4,30,0
Computer,3,8,0,outdoor,375,31-01-2018,03:00:00,04:00:00,6,14,1
Computer,3,8,0,outdoor,375,31-01-2018,04:00:00,05:00:00,0,0,1
Computer,3,8,0,outdoor,495,31-01-2018,05:00:00,06:00:00,1,13,0
Computer,3,8,0,outdoor,387,31-01-2018,08:00:00,09:00:00,5,24,0
Heater,3,8,0,outdoor,1941,19-01-2018,13:00:00,14:00:00,1,25,1
Heater,3,8,0,outdoor,1861,19-01-2018,17:00:00,18:00:00,8,12,1
Heater,3,8,0,outdoor,2472,19-01-2018,17:00:00,18:00:00,5,27,0
Heater,3,8,0,outdoor,2298,20-01-2018,01:00:00,02:00:00,7,3,0
Heater,3,8,0,outdoor,2725,20-01-2018,02:00:00,03:00:00,5,2,0
Heater,3,8,0,outdoor,1726,20-01-2018,02:00:00,03:00:00,5,12,1
Heater,3,8,0,outdoor,2710,21-01-2018,07:00:00,08:00:00,1,30,0
Heater,3,8,0,outdoor,1867,21-01-2018,22:00:00,23:00:00,9,27,1
Heater,3,8,0,outdoor,2583,22-01-2018,02:00:00,03:00:00,6,8,0
Heater,3,8,0,outdoor,1553,22-01-2018,03:00:00,04:00:00,9,21,1
Heater,3,8,0,outdoor,2287,22-01-2018,13:00:00,14:00:00,7,24,0
Heater,3,8,0,outdoor,1507,22-01-2018,23:00:00,00:00:00,6,12,1
Lights,3,8,0,outdoor,3234,05-01-2018,23:00:00,00:00:00,2,16,1
Lights,3,8,0,outdoor,4994,06-01-2018,04:00:00,05:00:00,8,8,0
Lights,3,8,0,outdoor,2474,07-01-2018,07:00:00,08:00:00,2,17,1
Lights,3,8,0,outdoor,2040,07-01-2018,12:00:00,13:00:00,8,26,1
Lights,3,8,0,outdoor,3813,07-01-2018,17:00:00,18:00:00,6,28,0
Lights,3,8,0,outdoor,2371,08-01-2018,09:00:00,10:00:00,1,21,1
Lights,3,8,0,outdoor,3238,08-01-2018,14:00:00,15:00:00,9,17,1
Lights,3,8,0,outdoor,4827,09-01-2018,02:00:00,03:00:00,9,20,0
Lights,3,8,0,outdoor,3001,09-01-2018,12:00:00,13:00:00,1,27,1
Lights,3,8,0,outdoor,3133,09-01-2018,20:00:00,21:00:00,7,10,1
Lights,3,8,0,outdoor,2800,09-01-2018,21:00:00,22:00:00,3,21,1
Microwave,3,8,0,outdoor,1976,23-01-2018,19:00:00,20:00:00,1,24,0
Microwave,3,8,0,outdoor,1686,24-01-2018,00:00:00,01:00:00,2,6,0
Microwave,3,8,0,outdoor,1678,24-01-2018,03:00:00,04:00:00,0,0,0
Microwave,3,8,0,outdoor,1803,24-01-2018,11:00:00,12:00:00,5,5,0
Microwave,3,8,0,outdoor,1239,25-01-2018,06:00:00,07:00:00,5,15,1
Microwave,3,8,0,outdoor,1748,26-01-2018,01:00:00,02:00:00,7,6,0
Microwave,3,8,0,outdoor,1436,26-01-2018,12:00:00,13:00:00,6,15,1
Microwave,3,8,0,outdoor,1577,26-01-2018,21:00:00,22:00:00,2,15,0
Refridgerator,3,8,0,outdoor,124,14-01-2018,11:00:00,12:00:00,1,22,1
Refridgerator,3,8,0,outdoor,228,15-01-2018,06:00:00,07:00:00,5,10,0
Refridgerator,3,8,0,outdoor,132,15-01-2018,08:00:00,09:00:00,9,26,1
Refridgerator,3,8,0,outdoor,213,16-01-2018,03:00:00,04:00:00,5,5,0
Refridgerator,3,8,0,outdoor,267,16-01-2018,13:00:00,14:00:00,1,20,0
Refridgerator,3,8,0,outdoor,161,16-01-2018,22:00:00,23:00:00,9,27,1
Television,3,8,0,outdoor,267,09-01-2018,21:00:00,22:00:00,10,25,0
Television,3,8,0,outdoor,237,10-01-2018,11:00:00,12:00:00,2,3,1
Television,3,8,0,outdoor,203,10-01-2018,17:00:00,18:00:00,2,19,1
Television,3,8,0,outdoor,245,11-01-2018,18:00:00,19:00:00,8,19,0
Television,3,8,0,outdoor,204,11-01-2018,18:00:00,19:00:00,10,24,1
Television,3,8,0,outdoor,294,12-01-2018,04:00:00,05:00:00,2,7,0
Television,3,8,0,outdoor,298,12-01-2018,08:00:00,09:00:00,1,25,0
Television,3,8,0,outdoor,296,12-01-2018,12:00:00,13:00:00,3,6,0
Television,3,8,0,outdoor,256,12-01-2018,23:00:00,00:00:00,3,23,0
Television,3,8,0,outdoor,280,13-01-2018,11:00:00,12:00:00,4,7,0
Television,3,8,0,outdoor,250,13-01-2018,15:00:00,16:00:00,10,19,1
Television,3,8,0,outdoor,255,13-01-2018,19:00:00,20:00:00,0,0,0
Television,3,8,0,outdoor,247,13-01-2018,19:00:00,20:00:00,6,10,0
Television,3,8,0,outdoor,235,13-01-2018,23:00:00,00:00:00,1,17,1
AC,3,9,901,indoor,1083,02-01-2018,22:00:00,23:00:00,2,1,1
Computer,3,9,901,indoor,396,28-01-2018,08:00:00,09:00:00,0,0,1
Computer,3,9,901,indoor,308,29-01-2018,11:00:00,12:00:00,9,29,1
Computer,3,9,901,indoor,318,30-01-2018,17:00:00,18:00:00,6,18,1
Heater,3,9,901,indoor,2360,19-01-2018,17:00:00,18:00:00,1,25,0
Heater,3,9,901,indoor,2914,20-01-2018,13:00:00,14:00:00,9,3,0
Lights,3,9,901,indoor,1131,05-01-2018,20:00:00,21:00:00,4,14,1
Lights,3,9,901,indoor,1738,07-01-2018,08:00:00,09:00:00,0,0,0
Lights,3,9,901,indoor,1294,08-01-2018,06:00:00,07:00:00,5,8,1
Refridgerator,3,9,901,indoor,173,15-01-2018,09:00:00,10:00:00,8,21,1
Refridgerator,3,9,901,indoor,233,15-01-2018,16:00:00,17:00:00,9,1,0
Refridgerator,3,9,901,indoor,106,15-01-2018,21:00:00,22:00:00,8,25,1
Refridgerator,3,9,901,indoor,285,16-01-2018,02:00:00,03:00:00,1,12,0
AC,3,9,902,indoor,1669,03-01-2018,06:00:00,07:00:00,9,2,0
AC,3,9,902,indoor,1080,03-01-2018,15:00:00,16:00:00,5,17,1
AC,3,9,902,indoor,1985,04-01-2018,18:00:00,19:00:00,2,18,0
AC,3,9,902,indoor,1794,05-01-2018,22:00:00,23:00:00,3,9,0
Computer,3,9,902,indoor,491,28-01-2018,15:00:00,16:00:00,4,19,0
Computer,3,9,902,indoor,391,29-01-2018,07:00:00,08:00:00,1,29,1
Computer,3,9,902,indoor,314,30-01-2018,14:00:00,15:00:00,8,15,1
Heater,3,9,902,indoor,1911,20-01-2018,15:00:00,16:00:00,7,5,1
Heater,3,9,902,indoor,2888,21-01-2018,14:00:00,15:00:00,7,10,0
Microwave,3,9,902,indoor,1009,24-01-2018,21:00:00,22:00:00,1,22,1
Microwave,3,9,902,indoor,1327,25-01-2018,16:00:00,17:00:00,6,27,1
Refridgerator,3,9,902,indoor,183,17-01-2018,07:00:00,08:00:00,5,5,0
AC,3,9,903,indoor,1161,01-01-2018,00:00:00,01:00:00,10,8,1
AC,3,9,903,indoor,1359,02-01-2018,22:00:00,23:00:00,4,19,1
Computer,3,9,903,indoor,487,29-01-2018,08:00:00,09:00:00,10,23,0
Computer,3,9,903,indoor,423,30-01-2018,05:00:00,06:00:00,1,22,0
Computer,3,9,903,indoor,440,31-01-2018,23:00:00,00:00:00,7,23,0
Heater,3,9,903,indoor,1534,19-01-2018,01:00:00,02:00:00,1,29,1
Heater,3,9,903,indoor,1956,19-01-2018,01:00:00,02:00:00,8,18,1
Lights,3,9,903,indoor,1728,06-01-2018,05:00:00,06:00:00,4,30,0
Lights,3,9,903,indoor,1505,08-01-2018,03:00:00,04:00:00,9,28,0
Lights,3,9,903,indoor,1738,08-01-2018,07:00:00,08:00:00,0,0,0
Lights,3,9,903,indoor,1047,08-01-2018,10:00:00,11:00:00,10,23,1
Microwave,3,9,903,indoor,1425,23-01-2018,21:00:00,22:00:00,9,6,1
Refridgerator,3,9,903,indoor,109,15-01-2018,00:00:00,01:00:00,1,5,1
Television,3,9,903,indoor,210,10-01-2018,08:00:00,09:00:00,7,23,1
Television,3,9,903,indoor,253,10-01-2018,08:00:00,09:00:00,3,29,1
Television,3,9,903,indoor,204,10-01-2018,12:00:00,13:00:00,5,1,1
Television,3,9,903,indoor,260,13-01-2018,22:00:00,23:00:00,0,0,0
AC,3,9,904,indoor,1830,04-01-2018,05:00:00,06:00:00,6,11,0
Computer,3,9,904,indoor,427,30-01-2018,07:00:00,08:00:00,10,13,0
Computer,3,9,904,indoor,391,30-01-2018,18:00:00,19:00:00,3,25,1
Heater,3,9,904,indoor,2532,21-01-2018,17:00:00,18:00:00,2,11,0
Heater,3,9,904,indoor,2828,22-01-2018,19:00:00,20:00:00,7,29,0
Heater,3,9,904,indoor,2904,22-01-2018,19:00:00,20:00:00,2,2,0
Heater,3,9,904,indoor,1557,22-01-2018,20:00:00,21:00:00,8,6,1
Lights,3,9,904,indoor,1622,07-01-2018,07:00:00,08:00:00,0,0,0
Lights,3,9,904,indoor,1341,08-01-2018,09:00:00,10:00:00,2,25,1
Microwave,3,9,904,indoor,1964,25-01-2018,04:00:00,05:00:00,2,17,0
Microwave,3,9,904,indoor,1968,27-01-2018,19:00:00,20:00:00,6,12,0
Refridgerator,3,9,904,indoor,134,16-01-2018,23:00:00,00:00:00,10,3,1
Refridgerator,3,9,904,indoor,108,18-01-2018,00:00:00,01:00:00,0,0,1
Television,3,9,904,indoor,212,11-01-2018,02:00:00,03:00:00,7,11,1
AC,3,9,905,indoor,1401,03-01-2018,06:00:00,07:00:00,4,28,1
Heater,3,9,905,indoor,2134,19-01-2018,07:00:00,08:00:00,6,1,0
Heater,3,9,905,indoor,1662,21-01-2018,15:00:00,16:00:00,7,30,1
Lights,3,9,905,indoor,1797,07-01-2018,04:00:00,05:00:00,10,21,0
Lights,3,9,905,indoor,1807,07-01-2018,15:00:00,16:00:00,6,20,0
Microwave,3,9,905,indoor,1547,24-01-2018,17:00:00,18:00:00,2,4,0
Microwave,3,9,905,indoor,1410,26-01-2018,11:00:00,12:00:00,3,18,1
AC,3,9,906,indoor,1126,01-01-2018,12:00:00,13:00:00,10,26,1
AC,3,9,906,indoor,1316,01-01-2018,22:00:00,23:00:00,3,25,1
AC,3,9,906,indoor,1335,04-01-2018,02:00:00,03:00:00,10,14,1
AC,3,9,906,indoor,1924,04-01-2018,12:00:00,13:00:00,6,15,0
Computer,3,9,906,indoor,443,30-01-2018,17:00:00,18:00:00,1,4,0
Computer,3,9,906,indoor,474,30-01-2018,23:00:00,00:00:00,1,10,0
Heater,3,9,906,indoor,2622,21-01-2018,10:00:00,11:00:00,4,17,0
Heater,3,9,906,indoor,2084,23-01-2018,16:00:00,17:00:00,5,20,1
Refridgerator,3,9,906,indoor,207,14-01-2018,11:00:00,12:00:00,5,16,1
Refridgerator,3,9,906,indoor,111,15-01-2018,21:00:00,22:00:00,1,16,1
Refridgerator,3,9,906,indoor,215,16-01-2018,13:00:00,14:00:00,5,27,0
Refridgerator,3,9,906,indoor,147,18-01-2018,03:00:00,04:00:00,8,5,1
AC,3,9,907,indoor,1930,02-01-2018,01:00:00,02:00:00,4,14,0
AC,3,9,907,indoor,1811,03-01-2018,23:00:00,00:00:00,9,29,0
Computer,3,9,907,indoor,394,27-01-2018,10:00:00,11:00:00,6,13,1
Heater,3,9,907,indoor,2072,19-01-2018,16:00:00,17:00:00,9,19,1
Lights,3,9,907,indoor,1474,06-01-2018,12:00:00,13:00:00,9,16,1
Lights,3,9,907,indoor,1502,07-01-2018,23:00:00,00:00:00,6,22,0
Lights,3,9,907,indoor,1827,08-01-2018,08:00:00,09:00:00,8,8,0
Microwave,3,9,907,indoor,1570,23-01-2018,05:00:00,06:00:00,6,24,1
Microwave,3,9,907,indoor,1336,23-01-2018,23:00:00,00:00:00,3,4,1
Television,3,9,907,indoor,248,10-01-2018,15:00:00,16:00:00,2,8,1
AC,3,9,0,outdoor,4890,01-01-2018,09:00:00,10:00:00,7,13,0
AC,3,9,0,outdoor,2191,02-01-2018,03:00:00,04:00:00,6,1,1
AC,3,9,0,outdoor,4421,02-01-2018,08:00:00,09:00:00,8,27,0
AC,3,9,0,outdoor,3411,03-01-2018,03:00:00,04:00:00,1,27,0
AC,3,9,0,outdoor,4918,03-01-2018,04:00:00,05:00:00,2,21,0
AC,3,9,0,outdoor,3759,03-01-2018,07:00:00,08:00:00,3,4,0
AC,3,9,0,outdoor,4409,04-01-2018,21:00:00,22:00:00,6,17,0
AC,3,9,0,outdoor,2643,05-01-2018,07:00:00,08:00:00,9,2,1
AC,3,9,0,outdoor,2285,05-01-2018,18:00:00,19:00:00,1,30,1
Computer,3,9,0,outdoor,410,27-01-2018,02:00:00,03:00:00,8,27,1
Computer,3,9,0,outdoor,467,27-01-2018,21:00:00,22:00:00,4,25,0
Computer,3,9,0,outdoor,404,28-01-2018,00:00:00,01:00:00,4,6,1
Computer,3,9,0,outdoor,495,28-01-2018,01:00:00,02:00:00,1,8,0
Computer,3,9,0,outdoor,474,28-01-2018,12:00:00,13:00:00,9,5,0
Computer,3,9,0,outdoor,479,28-01-2018,14:00:00,15:00:00,4,24,0
Computer,3,9,0,outdoor,355,28-01-2018,17:00:00,18:00:00,4,15,1
Computer,3,9,0,outdoor,346,28-01-2018,17:00:00,18:00:00,2,20,1
Computer,3,9,0,outdoor,396,28-01-2018,20:00:00,21:00:00,10,25,1
Computer,3,9,0,outdoor,411,28-01-2018,22:00:00,23:00:00,1,7,1
Computer,3,9,0,outdoor,458,29-01-2018,02:00:00,03:00:00,8,4,0
Computer,3,9,0,outdoor,409,29-01-2018,04:00:00,05:00:00,5,7,0
Computer,3,9,0,outdoor,490,29-01-2018,04:00:00,05:00:00,10,5,0
Computer,3,9,0,outdoor,421,29-01-2018,14:00:00,15:00:00,0,0,1
Computer,3,9,0,outdoor,424,29-01-2018,19:00:00,20:00:00,7,15,0
Computer,3,9,0,outdoor,314,30-01-2018,00:00:00,01:00:00,3,20,1
Computer,3,9,0,outdoor,482,30-01-2018,03:00:00,04:00:00,0,0,0
Computer,3,9,0,outdoor,404,30-01-2018,09:00:00,10:00:00,9,7,0
Computer,3,9,0,outdoor,478,30-01-2018,20:00:00,21:00:00,6,5,0
Computer,3,9,0,outdoor,490,30-01-2018,22:00:00,23:00:00,4,20,0
Computer,3,9,0,outdoor,430,31-01-2018,01:00:00,02:00:00,0,0,0
Computer,3,9,0,outdoor,421,31-01-2018,02:00:00,03:00:00,3,5,1
Computer,3,9,0,outdoor,491,31-01-2018,03:00:00,04:00:00,3,1,0
Heater,3,9,0,outdoor,2527,18-01-2018,09:00:00,10:00:00,0,0,0
Heater,3,9,0,outdoor,2036,20-01-2018,03:00:00,04:00:00,0,0,1
Heater,3,9,0,outdoor,2174,20-01-2018,05:00:00,06:00:00,9,25,1
